,1998-07-01_predictions_0,1998-04-01_predictions_0,1999-07-01_predictions_0,1999-01-01_predictions_0,1998-10-01_predictions_0,2000-07-01_predictions_0,2001-01-01_predictions_0,2001-07-01_predictions_0,2001-04-01_predictions_0,2001-10-01_predictions_0,2000-04-01_predictions_0,1999-04-01_predictions_0,2000-01-01_predictions_0,1998-01-01_predictions_0,1999-10-01_predictions_0,2000-10-01_predictions_0,2003-07-01_predictions_0,2002-10-01_predictions_0,2002-07-01_predictions_0,2002-01-01_predictions_0,2005-10-01_predictions_0,2004-04-01_predictions_0,2002-04-01_predictions_0,2005-04-01_predictions_0,2003-10-01_predictions_0,2004-01-01_predictions_0,2004-10-01_predictions_0,2005-07-01_predictions_0,2003-01-01_predictions_0,2005-01-01_predictions_0,2003-04-01_predictions_0,2004-07-01_predictions_0,2006-04-01_predictions_0,2006-10-01_predictions_0,2007-07-01_predictions_0,2008-01-01_predictions_0,2007-10-01_predictions_0,2009-04-01_predictions_0,2009-01-01_predictions_0,2008-07-01_predictions_0,2007-04-01_predictions_0,2006-07-01_predictions_0,2009-07-01_predictions_0,2008-04-01_predictions_0,2007-01-01_predictions_0,2009-10-01_predictions_0,2008-10-01_predictions_0,2006-01-01_predictions_0,2010-07-01_predictions_0,2010-04-01_predictions_0,2010-01-01_predictions_0,2010-10-01_predictions_0,trade_balance_data_0,trade_balance_data_1,trade_balance_data_2,trade_balance_data_3,gdp_data_0,gdp_data_1,gdp_data_2,gdp_data_3,inflation_data_0,inflation_data_1,inflation_data_2,inflation_data_3,unemployment_data_0,unemployment_data_1,unemployment_data_2,unemployment_data_3
10,0.5418294,0.53766245,0.63444036,0.52710485,0.53507805,0.59497654,0.58833104,0.5270587,0.5973039,0.5720774,0.63749796,0.5543297,0.62407607,0.5334317,0.6217554,0.5810882,0.6685116,0.54127455,0.5587862,0.56761056,0.6544831,0.714338,0.56733763,0.6141096,0.64917356,0.67075336,0.68985647,0.6025809,0.6058555,0.7078167,0.6114803,0.63731414,0.5814771,0.59358996,0.5689898,0.5813601,0.5870219,0.64268595,0.63600814,0.6217091,0.58590645,0.52165157,0.61161613,0.59677005,0.6032385,0.5914523,0.6363006,0.62241554,0.65312546,0.5349018,0.61873424,0.60952806,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
11,0.6701936,0.6725596,0.7056294,0.69266677,0.7040733,0.6679243,0.6575486,0.58864594,0.5778015,0.61411536,0.6949021,0.68711,0.6953917,0.69457173,0.71186495,0.62990445,0.59295124,0.55148774,0.6088704,0.5914794,0.66436064,0.6399167,0.5938309,0.6757224,0.58868307,0.6178054,0.6226418,0.68702453,0.68488735,0.6836296,0.6566233,0.6366562,0.69274306,0.69640523,0.6884368,0.6843014,0.7015523,0.62137336,0.6406716,0.6808133,0.68727076,0.6815906,0.5931563,0.67318416,0.7024669,0.49578765,0.6658359,0.7028807,0.5816975,0.5547779,0.56258965,0.6335589,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
12,0.5805947,0.5798704,0.6071982,0.6007421,0.5944566,0.61817884,0.6362566,0.5542604,0.55325395,0.60270435,0.6236228,0.5971179,0.5790446,0.6127158,0.61540353,0.60564804,0.55965495,0.5717738,0.5879671,0.5863032,0.5833643,0.59215724,0.581869,0.59210664,0.58858865,0.58602166,0.5882042,0.6005775,0.5974498,0.60444784,0.58035785,0.6013278,0.6139707,0.62818116,0.63358593,0.6361998,0.6527699,0.5942335,0.61093044,0.6425894,0.63271385,0.61484516,0.5659009,0.64129096,0.63274926,0.4913214,0.6303048,0.62021506,0.5543806,0.49858928,0.537746,0.5748403,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
13,0.80590487,0.8012421,0.82308215,0.8150632,0.82387066,0.7943352,0.77823657,0.7666555,0.74430764,0.7869295,0.80045503,0.8189765,0.8015194,0.80846995,0.8173773,0.7855769,0.8576188,0.8159758,0.8000026,0.79122496,0.8177617,0.8470905,0.78043777,0.8755596,0.85535973,0.87014425,0.86320484,0.8803131,0.8393122,0.86385274,0.8558377,0.8588663,0.8290126,0.8000715,0.8165256,0.794578,0.7971205,0.8503645,0.8301298,0.81288135,0.8043104,0.83123314,0.83913267,0.801499,0.80862516,0.7811076,0.8080035,0.8405458,0.79917556,0.804494,0.8061292,0.827025,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
14,0.7108368,0.70770365,0.6995787,0.71387076,0.7210461,0.7227496,0.7122379,0.71984714,0.6431763,0.74804306,0.7106521,0.7140139,0.67002296,0.72053754,0.71977854,0.71838665,0.7119878,0.7646788,0.7874788,0.73721737,0.70960414,0.72586507,0.72896725,0.76019883,0.7658118,0.73539454,0.7546634,0.75433445,0.7750992,0.73410577,0.73034716,0.7448489,0.7306209,0.7327148,0.762677,0.7569239,0.7577456,0.7806019,0.7699474,0.7728759,0.73539525,0.7290473,0.7686101,0.7798167,0.72779214,0.7101643,0.7411857,0.7338179,0.7129186,0.73279935,0.736419,0.74328923,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
15,0.3851871,0.3967125,0.39498243,0.42834902,0.40449375,0.44775406,0.4755168,0.3184934,0.34126455,0.41815582,0.41417435,0.4263674,0.3717343,0.45327532,0.4131774,0.4187359,0.39134523,0.3907968,0.34667605,0.4204728,0.31993032,0.40014973,0.43494222,0.29369017,0.4379459,0.44848993,0.4202143,0.2740047,0.32480022,0.35951462,0.37493765,0.4589007,0.3698936,0.45709643,0.45808107,0.4707275,0.4793575,0.28081343,0.33650404,0.44856194,0.4600514,0.4218185,0.24937825,0.4619089,0.46894744,0.22951859,0.42994252,0.38446465,0.1966354,0.21110588,0.22988196,0.22523443,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
16,0.215682,0.2249836,0.17447218,0.2478823,0.22460431,0.20092757,0.19345431,0.10270015,0.116897956,0.18224984,0.18407045,0.22717394,0.16100265,0.25984785,0.1874796,0.15127893,0.15053047,0.12210664,0.12009399,0.20060192,0.06397166,0.11219578,0.2330713,0.056056667,0.1411867,0.10773049,0.07872286,0.07367395,0.113654986,0.07105529,0.15184349,0.07808538,0.09376141,0.17405236,0.19834748,0.228034,0.23490466,0.060419124,0.12189947,0.23153934,0.21276733,0.15861778,0.048089556,0.234939,0.21245758,0.047704503,0.20144734,0.085597195,0.025401514,0.032744944,0.040031675,0.028780388,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
17,0.7354174,0.70586437,0.7281301,0.7132616,0.7135176,0.69170964,0.6088962,0.5945392,0.5936265,0.66322345,0.725113,0.7490333,0.7482102,0.65618134,0.7252073,0.6522455,0.83690286,0.6692286,0.4628549,0.6862341,0.7460992,0.6601673,0.66131806,0.65657663,0.77822876,0.70301473,0.76126236,0.71879214,0.7717455,0.71796006,0.8784005,0.67798173,0.7725075,0.70768976,0.7966911,0.7572251,0.72974956,0.79778814,0.78877425,0.7659078,0.7561135,0.76626474,0.80144656,0.7441834,0.76190156,0.82027274,0.7576452,0.7873997,0.77404547,0.8143258,0.82986784,0.7620698,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
18,0.7242962,0.7087728,0.7280341,0.66155076,0.6573488,0.64592296,0.609342,0.68210906,0.66102445,0.6214811,0.64449185,0.6762213,0.71073806,0.61066246,0.7166388,0.6199012,0.6102636,0.62339866,0.597466,0.5910112,0.6852652,0.5747415,0.61037505,0.6686711,0.5697341,0.5720829,0.6826482,0.69594705,0.69551,0.6636689,0.7291526,0.67061245,0.6585944,0.6966471,0.66915417,0.6993655,0.7338751,0.7398354,0.7228443,0.7557571,0.6358609,0.63832647,0.80326223,0.7466441,0.6238321,0.8892318,0.7559725,0.6988253,0.7347325,0.86377895,0.8240331,0.72837764,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
19,0.41896278,0.4326685,0.34504566,0.41118473,0.40353295,0.41628978,0.46170127,0.30749708,0.48149464,0.37382087,0.38479984,0.3941694,0.46399045,0.46101415,0.3992566,0.36095837,0.23418023,0.30317682,0.22032066,0.35782728,0.6363345,0.30130324,0.38212997,0.2001854,0.20342793,0.16637084,0.15489651,0.23780093,0.36692548,0.22874564,0.23963001,0.1808503,0.37570798,0.4556452,0.39516118,0.42079788,0.51452285,0.2641224,0.30687946,0.39079008,0.41703466,0.4555485,0.20266779,0.40968868,0.4172065,0.22545649,0.32446575,0.3582265,0.26461738,0.2398868,0.26885462,0.18774788,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
20,0.8816436,0.8852181,0.78298026,0.8160282,0.8446547,0.71470207,0.7697301,0.7480865,0.73059595,0.7463387,0.73980373,0.7971311,0.7622231,0.894875,0.7399844,0.7224749,0.7091444,0.794454,0.77111274,0.7594376,0.7695364,0.74985564,0.7456116,0.808196,0.67832035,0.7428506,0.8020083,0.87146735,0.7211738,0.7447526,0.75982666,0.8095897,0.8239108,0.7803295,0.78742605,0.7837537,0.78739023,0.86569136,0.82459855,0.78832304,0.81428754,0.77261055,0.8191468,0.77768457,0.8104456,0.83015597,0.82196313,0.81712246,0.8972042,0.90477943,0.88188386,0.9176665,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
21,0.8284358,0.82825977,0.793133,0.7903212,0.821084,0.6489596,0.5504391,0.47069213,0.3801791,0.6031134,0.6695879,0.7661391,0.68864805,0.75292534,0.77116984,0.57093596,0.6874498,0.63515973,0.5247488,0.57408774,0.52898544,0.6876618,0.6031248,0.72666866,0.6411221,0.72087127,0.6942766,0.6013681,0.6916098,0.6656187,0.69153774,0.7077058,0.4865169,0.6403199,0.5162965,0.5472957,0.56440866,0.40293822,0.56616455,0.61415714,0.579006,0.55372024,0.42114797,0.61193997,0.6234559,0.4781155,0.6631209,0.5320389,0.34372237,0.54819614,0.47248966,0.4389184,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
22,0.6509619,0.64351344,0.6048494,0.6770461,0.6503885,0.72647864,0.73665506,0.7096144,0.64345133,0.76682276,0.69870824,0.6534633,0.663651,0.72913903,0.70687234,0.71190387,0.8746033,0.81129587,0.8348485,0.7992032,0.80682975,0.8508123,0.8260626,0.8679191,0.9024032,0.85889655,0.81856495,0.88466656,0.7962075,0.8817363,0.8108381,0.7737076,0.76931983,0.64663243,0.70416397,0.73819363,0.7174514,0.8751208,0.8785961,0.7060659,0.6439399,0.6580416,0.8918057,0.75182396,0.63006556,0.90331423,0.74490714,0.79116106,0.91330266,0.8976545,0.90400463,0.921305,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
23,0.683538,0.69931406,0.6809768,0.64605004,0.6295489,0.63591886,0.70483124,0.6197286,0.75884616,0.6654149,0.56574476,0.6365758,0.62197715,0.7637587,0.6005353,0.6431062,0.7044108,0.7496711,0.7118624,0.66653043,0.41283324,0.6965086,0.6740649,0.4237402,0.60909224,0.65235156,0.51448816,0.3893284,0.73274016,0.39949635,0.72515994,0.59753084,0.49214268,0.6203384,0.62925506,0.6678911,0.6391221,0.66271245,0.5822354,0.6668417,0.63676286,0.5689898,0.6174747,0.6505647,0.62999135,0.66525304,0.6615025,0.43597916,0.6977068,0.72186136,0.6609236,0.7420917,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
24,0.84804213,0.8452851,0.80062586,0.83160424,0.85977244,0.70647705,0.6607542,0.63021064,0.538115,0.651506,0.7611088,0.8071555,0.7755099,0.83943886,0.79219985,0.6554993,0.6707445,0.5383381,0.60877335,0.63488805,0.68720365,0.7038814,0.64085877,0.7291983,0.59566694,0.62812793,0.5939175,0.75917023,0.5841474,0.7003954,0.6047107,0.6217005,0.64198613,0.7226399,0.704008,0.71269774,0.7318425,0.6632045,0.7006949,0.7603861,0.72253174,0.7144814,0.6243333,0.7514206,0.72222275,0.67535776,0.7620544,0.6486752,0.7074323,0.68545514,0.6677204,0.6848097,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
25,0.7167363,0.7109962,0.7127036,0.7270178,0.7230894,0.6669595,0.6584163,0.5836805,0.5692084,0.6582961,0.6738611,0.711298,0.6517977,0.730377,0.7072877,0.6574221,0.7684799,0.7459638,0.74798054,0.6705541,0.5875915,0.75323176,0.6942834,0.7094115,0.7733364,0.7438539,0.6832427,0.6700979,0.77802104,0.6761977,0.7463623,0.7065698,0.6026924,0.6628958,0.67890394,0.70936126,0.6925958,0.697688,0.72337335,0.7313717,0.6642215,0.63241726,0.6985062,0.7321865,0.64539135,0.67708915,0.72876924,0.6055696,0.7210126,0.69253105,0.6719096,0.7259511,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
26,0.3182779,0.34465203,0.22434624,0.34800532,0.32439524,0.23699768,0.22088674,0.16167258,0.16885845,0.24058919,0.200223,0.2923412,0.20035644,0.40219083,0.23594351,0.1696729,0.1536527,0.15873516,0.18431836,0.24496391,0.052611988,0.1002587,0.30645615,0.050348036,0.1374017,0.09113564,0.0559703,0.06707317,0.09918974,0.048999015,0.18513367,0.075339526,0.07224753,0.18601738,0.17005919,0.2322429,0.23550643,0.056704156,0.10686856,0.25222218,0.18014576,0.15601134,0.049271364,0.26213175,0.17968129,0.046519857,0.18378559,0.054455895,0.02984768,0.03796111,0.038398664,0.032701638,0.2541427907697073,0.13179495121573487,0.3696763202725724,0.4349801249290176,0.9240509408487709,0.9161811392358873,0.9114515547014057,0.9037662332396742,0.35555555555555557,0.4222222222222222,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
